Element,Rotation axis,GB type,Crystal type,Potential,Sigma,GB plane,Misorientation Angle (°),GB energy (J/m²),Free volume (nm)
Ni,[100],STGB,FCC,UMA,17,(0 -4 -1),28.07,1.82,0.0589
Ni,[100],STGB,FCC,UMA,5,(0 1 3),36.87,1.50,0.0474
Ni,[100],STGB,FCC,UMA,29,(0 -2 5),43.6,1.79,0.0617
Ni,[100],STGB,FCC,UMA,29,(0 -3 7),46.4,1.98,0.0744
Ni,[100],STGB,FCC,UMA,5,(0 1 2),53.13,1.47,0.0477
Ni,[100],STGB,FCC,UMA,17,(0 -5 -3),61.93,1.74,0.0606
Ni,[100],STGB,FCC,UMA,13,(0 -3 2),67.38,1.42,0.0453
Ni,[100],STGB,FCC,UMA,37,(0 -7 -5),71.08,2.08,0.0772
Ni,[100],STGB,FCC,UMA,25,(0 -4 3),73.74,1.39,0.0467
Ni,[100],STGB,FCC,UMA,41,(0 -5 4),77.32,1.83,0.0656
Ni,[100],STGB,FCC,UMA,61,(0 -6 5),79.61,1.75,0.0673
Ni,[100],STGB,FCC,UNEP,265,(0 -23 1),4.98,0.75,0.0449
Ni,[100],STGB,FCC,UNEP,221,(0 -21 1),5.45,0.79,0.0428
Ni,[100],STGB,FCC,UNEP,181,(0 -19 1),6.03,0.82,0.0408
Ni,[100],STGB,FCC,UNEP,257,(0 -16 -1),7.15,0.86,0.0399
Ni,[100],STGB,FCC,UNEP,113,(0 -15 1),7.63,0.95,0.0497
Ni,[100],STGB,FCC,UNEP,197,(0 -14 -1),8.17,0.91,0.0376
Ni,[100],STGB,FCC,UNEP,85,(0 -13 1),8.8,1.02,0.0450
Ni,[100],STGB,FCC,UNEP,61,(0 -11 1),10.39,1.04,0.0547
Ni,[100],STGB,FCC,UNEP,41,(0 -9 1),12.68,1.11,0.0336
Ni,[100],STGB,FCC,UNEP,25,(0 -7 1),16.26,1.26,0.0471
Ni,[100],STGB,FCC,UNEP,37,(0 -6 -1),18.92,1.25,0.0392
Ni,[100],STGB,FCC,UNEP,13,(0 -5 1),22.62,1.30,0.0371
Ni,[100],STGB,FCC,UNEP,17,(0 -4 -1),28.07,1.30,0.0324
Ni,[100],STGB,FCC,UNEP,5,(0 1 3),36.87,1.36,0.0403
Ni,[100],STGB,FCC,UNEP,29,(0 -2 5),43.6,1.41,0.0410
Ni,[100],STGB,FCC,UNEP,29,(0 -3 7),46.4,1.40,0.0505
Ni,[100],STGB,FCC,UNEP,5,(0 1 2),53.13,1.40,0.0408
Ni,[100],STGB,FCC,UNEP,17,(0 -5 -3),61.93,1.27,0.0426
Ni,[100],STGB,FCC,UNEP,13,(0 -3 2),67.38,1.16,0.0356
Ni,[100],STGB,FCC,UNEP,37,(0 -7 -5),71.08,1.07,0.0447
Ni,[100],STGB,FCC,UNEP,25,(0 -4 3),73.74,1.02,0.0333
Ni,[100],STGB,FCC,UNEP,41,(0 -5 4),77.32,0.90,0.0342
Ni,[100],STGB,FCC,UNEP,61,(0 -6 5),79.61,0.88,0.0382
Ni,[100],STGB,FCC,eSEN,257,(0 -16 -1),7.15,0.88,0.0114
Ni,[100],STGB,FCC,eSEN,113,(0 -15 1),7.63,0.91,0.0197
Ni,[100],STGB,FCC,eSEN,197,(0 -14 -1),8.17,0.94,0.0133
Ni,[100],STGB,FCC,eSEN,85,(0 -13 1),8.8,0.99,0.0165
Ni,[100],STGB,FCC,eSEN,41,(0 -9 1),12.68,1.17,0.0274
Ni,[100],STGB,FCC,eSEN,37,(0 -6 -1),18.92,1.47,0.0380
Ni,[100],STGB,FCC,eSEN,13,(0 -5 1),22.62,1.31,0.0340
Ni,[100],STGB,FCC,eSEN,17,(0 -4 -1),28.07,1.44,0.0402
Ni,[100],STGB,FCC,eSEN,5,(0 1 3),36.87,1.18,0.0338
Ni,[100],STGB,FCC,eSEN,29,(0 -2 5),43.6,1.32,0.0371
Ni,[100],STGB,FCC,eSEN,29,(0 -3 7),46.4,1.34,0.0381
Ni,[100],STGB,FCC,eSEN,5,(0 1 2),53.13,1.23,0.0378
Ni,[100],STGB,FCC,eSEN,17,(0 -5 -3),61.93,1.25,0.0342
Ni,[100],STGB,FCC,eSEN,13,(0 -3 2),67.38,1.09,0.0297
Ni,[100],STGB,FCC,eSEN,37,(0 -7 -5),71.08,1.41,0.0399
Ni,[100],STGB,FCC,eSEN,25,(0 -4 3),73.74,0.97,0.0244
Ni,[100],STGB,FCC,eSEN,41,(0 -5 4),77.32,1.34,0.0378
Ni,[100],STGB,FCC,eSEN,61,(0 -6 5),79.61,1.16,0.0321
Ni,[100],TWGB,FCC,ADP,265,(1 0 0),4.98,0.56,0.0037
Ni,[100],TWGB,FCC,ADP,221,(1 0 0),5.45,0.60,0.0044
Ni,[100],TWGB,FCC,ADP,181,(1 0 0),6.03,0.63,0.0049
Ni,[100],TWGB,FCC,ADP,145,(1 0 0),6.73,0.68,0.0054
Ni,[100],TWGB,FCC,ADP,257,(1 0 0),7.15,0.68,0.0059
Ni,[100],TWGB,FCC,ADP,113,(1 0 0),7.63,0.72,0.0064
Ni,[100],TWGB,FCC,ADP,197,(1 0 0),8.17,0.74,0.0068
Ni,[100],TWGB,FCC,ADP,85,(1 0 0),8.8,0.77,0.0074
Ni,[100],TWGB,FCC,ADP,61,(1 0 0),10.39,0.83,0.0087
Ni,[100],TWGB,FCC,ADP,101,(1 0 0),11.42,0.87,0.0098
Ni,[100],TWGB,FCC,ADP,41,(1 0 0),12.68,0.91,0.0108
Ni,[100],TWGB,FCC,ADP,25,(1 0 0),16.26,1.01,0.0143
Ni,[100],TWGB,FCC,ADP,37,(1 0 0),18.92,1.06,0.0165
Ni,[100],TWGB,FCC,ADP,13,(1 0 0),22.62,1.12,0.0196
Ni,[100],TWGB,FCC,ADP,89,(1 0 0),25.99,1.16,0.0224
Ni,[100],TWGB,FCC,ADP,17,(1 0 0),28.07,1.18,0.0231
Ni,[100],TWGB,FCC,ADP,53,(1 0 0),31.89,1.21,0.0263
Ni,[100],TWGB,FCC,ADP,109,(1 0 0),33.4,1.22,0.0271
Ni,[100],TWGB,FCC,ADP,5,(1 0 0),36.87,1.21,0.0302
Ni,[100],TWGB,FCC,ADP,73,(1 0 0),41.11,1.23,0.0291
Ni,[100],TWGB,FCC,ADP,97,(1 0 0),42.08,1.23,0.0292
Ni,[100],TWGB,FCC,ADP,29,(1 0 0),43.6,1.23,0.0292
Ni,[100],TWGB,FCC,ADP,29,(1 0 0),46.4,1.23,0.0292
Ni,[100],TWGB,FCC,ADP,97,(1 0 0),47.92,1.23,0.0292
Ni,[100],TWGB,FCC,ADP,73,(1 0 0),48.89,1.23,0.0291
Ni,[100],TWGB,FCC,ADP,5,(1 0 0),53.13,1.21,0.0302
Ni,[100],TWGB,FCC,ADP,109,(1 0 0),56.6,1.22,0.0271
Ni,[100],TWGB,FCC,ADP,53,(1 0 0),58.11,1.21,0.0263
Ni,[100],TWGB,FCC,ADP,17,(1 0 0),61.93,1.18,0.0231
Ni,[100],TWGB,FCC,ADP,89,(1 0 0),64.01,1.16,0.0224
Ni,[100],TWGB,FCC,ADP,13,(1 0 0),67.38,1.12,0.0196
Ni,[100],TWGB,FCC,ADP,37,(1 0 0),71.08,1.06,0.0165
Ni,[100],TWGB,FCC,ADP,25,(1 0 0),73.74,1.01,0.0143
Ni,[100],TWGB,FCC,ADP,41,(1 0 0),77.32,0.91,0.0108
Ni,[100],TWGB,FCC,ADP,101,(1 0 0),78.58,0.87,0.0098
Ni,[100],TWGB,FCC,ADP,61,(1 0 0),79.61,0.83,0.0087
Ni,[100],TWGB,FCC,ADP,85,(1 0 0),81.2,0.77,0.0074
Ni,[100],TWGB,FCC,ADP,197,(1 0 0),81.83,0.74,0.0068
Ni,[100],TWGB,FCC,ADP,113,(1 0 0),82.37,0.72,0.0064
Ni,[100],TWGB,FCC,ADP,257,(1 0 0),82.85,0.68,0.0059
Ni,[100],TWGB,FCC,ADP,145,(1 0 0),83.27,0.68,0.0054
Ni,[100],TWGB,FCC,ADP,181,(1 0 0),83.97,0.63,0.0049
Ni,[100],TWGB,FCC,ADP,221,(1 0 0),84.55,0.60,0.0044
Ni,[100],TWGB,FCC,ADP,265,(1 0 0),85.02,0.56,0.0037
Ni,[100],TWGB,FCC,EAM,265,(1 0 0),4.98,0.51,0.0080
Ni,[100],TWGB,FCC,EAM,221,(1 0 0),5.45,0.55,0.0087
Ni,[100],TWGB,FCC,EAM,181,(1 0 0),6.03,0.58,0.0094
Ni,[100],TWGB,FCC,EAM,145,(1 0 0),6.73,0.62,0.0102
Ni,[100],TWGB,FCC,EAM,257,(1 0 0),7.15,0.62,0.0099
Ni,[100],TWGB,FCC,EAM,113,(1 0 0),7.63,0.65,0.0110
Ni,[100],TWGB,FCC,EAM,197,(1 0 0),8.17,0.67,0.0111
Ni,[100],TWGB,FCC,EAM,85,(1 0 0),8.8,0.70,0.0121
Ni,[100],TWGB,FCC,EAM,61,(1 0 0),10.39,0.75,0.0136
Ni,[100],TWGB,FCC,EAM,101,(1 0 0),11.42,0.78,0.0146
Ni,[100],TWGB,FCC,EAM,41,(1 0 0),12.68,0.81,0.0155
Ni,[100],TWGB,FCC,EAM,25,(1 0 0),16.26,0.88,0.0180
Ni,[100],TWGB,FCC,EAM,37,(1 0 0),18.92,0.92,0.0200
Ni,[100],TWGB,FCC,EAM,13,(1 0 0),22.62,0.96,0.0219
Ni,[100],TWGB,FCC,EAM,89,(1 0 0),25.99,1.00,0.0237
Ni,[100],TWGB,FCC,EAM,17,(1 0 0),28.07,1.02,0.0246
Ni,[100],TWGB,FCC,EAM,53,(1 0 0),31.89,1.04,0.0259
Ni,[100],TWGB,FCC,EAM,109,(1 0 0),33.4,1.05,0.0264
Ni,[100],TWGB,FCC,EAM,5,(1 0 0),36.87,1.04,0.0275
Ni,[100],TWGB,FCC,EAM,73,(1 0 0),41.11,1.06,0.0274
Ni,[100],TWGB,FCC,EAM,97,(1 0 0),42.08,1.06,0.0275
Ni,[100],TWGB,FCC,EAM,29,(1 0 0),43.6,1.06,0.0270
Ni,[100],TWGB,FCC,EAM,29,(1 0 0),46.4,1.06,0.0270
Ni,[100],TWGB,FCC,EAM,97,(1 0 0),47.92,1.06,0.0275
Ni,[100],TWGB,FCC,EAM,73,(1 0 0),48.89,1.06,0.0274
Ni,[100],TWGB,FCC,EAM,5,(1 0 0),53.13,1.04,0.0275
Ni,[100],TWGB,FCC,EAM,109,(1 0 0),56.6,1.05,0.0264
Ni,[100],TWGB,FCC,EAM,53,(1 0 0),58.11,1.04,0.0259
Ni,[100],TWGB,FCC,EAM,17,(1 0 0),61.93,1.02,0.0246
Ni,[100],TWGB,FCC,EAM,89,(1 0 0),64.01,1.00,0.0237
Ni,[100],TWGB,FCC,EAM,13,(1 0 0),67.38,0.96,0.0219
Ni,[100],TWGB,FCC,EAM,37,(1 0 0),71.08,0.92,0.0200
Ni,[100],TWGB,FCC,EAM,25,(1 0 0),73.74,0.88,0.0180
Ni,[100],TWGB,FCC,EAM,41,(1 0 0),77.32,0.81,0.0155
Ni,[100],TWGB,FCC,EAM,101,(1 0 0),78.58,0.78,0.0146
Ni,[100],TWGB,FCC,EAM,61,(1 0 0),79.61,0.75,0.0136
Ni,[100],TWGB,FCC,EAM,85,(1 0 0),81.2,0.70,0.0121
Ni,[100],TWGB,FCC,EAM,197,(1 0 0),81.83,0.67,0.0111
Ni,[100],TWGB,FCC,EAM,113,(1 0 0),82.37,0.65,0.0110
Ni,[100],TWGB,FCC,EAM,257,(1 0 0),82.85,0.62,0.0099
Ni,[100],TWGB,FCC,EAM,145,(1 0 0),83.27,0.62,0.0102
Ni,[100],TWGB,FCC,EAM,181,(1 0 0),83.97,0.58,0.0094
Ni,[100],TWGB,FCC,EAM,221,(1 0 0),84.55,0.55,0.0087
Ni,[100],TWGB,FCC,EAM,265,(1 0 0),85.02,0.51,0.0080
Ni,[100],TWGB,FCC,GRACE,265,(1 0 0),4.98,0.53,0.0138
Ni,[100],TWGB,FCC,GRACE,221,(1 0 0),5.45,0.56,0.0146
Ni,[100],TWGB,FCC,GRACE,181,(1 0 0),6.03,0.60,0.0154
Ni,[100],TWGB,FCC,GRACE,145,(1 0 0),6.73,0.63,0.0162
Ni,[100],TWGB,FCC,GRACE,257,(1 0 0),7.15,0.66,0.0166
Ni,[100],TWGB,FCC,GRACE,113,(1 0 0),7.63,0.68,0.0172
Ni,[100],TWGB,FCC,GRACE,197,(1 0 0),8.17,0.70,0.0176
Ni,[100],TWGB,FCC,GRACE,85,(1 0 0),8.8,0.73,0.0182
Ni,[100],TWGB,FCC,GRACE,61,(1 0 0),10.39,0.79,0.0194
Ni,[100],TWGB,FCC,GRACE,101,(1 0 0),11.42,0.83,0.0201
Ni,[100],TWGB,FCC,GRACE,41,(1 0 0),12.68,0.86,0.0207
Ni,[100],TWGB,FCC,GRACE,25,(1 0 0),16.26,0.95,0.0221
Ni,[100],TWGB,FCC,GRACE,37,(1 0 0),18.92,1.00,0.0230
Ni,[100],TWGB,FCC,GRACE,13,(1 0 0),22.62,1.05,0.0236
Ni,[100],TWGB,FCC,GRACE,89,(1 0 0),25.99,1.09,0.0243
Ni,[100],TWGB,FCC,GRACE,17,(1 0 0),28.07,1.11,0.0246
Ni,[100],TWGB,FCC,GRACE,53,(1 0 0),31.89,1.14,0.0251
Ni,[100],TWGB,FCC,GRACE,109,(1 0 0),33.4,1.14,0.0253
Ni,[100],TWGB,FCC,GRACE,5,(1 0 0),36.87,1.14,0.0258
Ni,[100],TWGB,FCC,GRACE,73,(1 0 0),41.11,1.16,0.0260
Ni,[100],TWGB,FCC,GRACE,97,(1 0 0),42.08,1.16,0.0260
Ni,[100],TWGB,FCC,GRACE,29,(1 0 0),43.6,1.16,0.0260
Ni,[100],TWGB,FCC,GRACE,29,(1 0 0),46.4,1.16,0.0260
Ni,[100],TWGB,FCC,GRACE,97,(1 0 0),47.92,1.16,0.0260
Ni,[100],TWGB,FCC,GRACE,73,(1 0 0),48.89,1.16,0.0260
Ni,[100],TWGB,FCC,GRACE,5,(1 0 0),53.13,1.14,0.0258
Ni,[100],TWGB,FCC,GRACE,109,(1 0 0),56.6,1.14,0.0253
Ni,[100],TWGB,FCC,GRACE,53,(1 0 0),58.11,1.14,0.0251
Ni,[100],TWGB,FCC,GRACE,17,(1 0 0),61.93,1.11,0.0246
Ni,[100],TWGB,FCC,GRACE,89,(1 0 0),64.01,1.09,0.0243
Ni,[100],TWGB,FCC,GRACE,13,(1 0 0),67.38,1.05,0.0236
Ni,[100],TWGB,FCC,GRACE,37,(1 0 0),71.08,1.00,0.0230
Ni,[100],TWGB,FCC,GRACE,25,(1 0 0),73.74,0.95,0.0221
Ni,[100],TWGB,FCC,GRACE,41,(1 0 0),77.32,0.86,0.0207
Ni,[100],TWGB,FCC,GRACE,101,(1 0 0),78.58,0.83,0.0201
Ni,[100],TWGB,FCC,GRACE,61,(1 0 0),79.61,0.79,0.0194
Ni,[100],TWGB,FCC,GRACE,85,(1 0 0),81.2,0.73,0.0182
Ni,[100],TWGB,FCC,GRACE,197,(1 0 0),81.83,0.70,0.0176
Ni,[100],TWGB,FCC,GRACE,113,(1 0 0),82.37,0.68,0.0172
Ni,[100],TWGB,FCC,GRACE,257,(1 0 0),82.85,0.66,0.0166
Ni,[100],TWGB,FCC,GRACE,145,(1 0 0),83.27,0.63,0.0162
Ni,[100],TWGB,FCC,GRACE,181,(1 0 0),83.97,0.60,0.0154
Ni,[100],TWGB,FCC,GRACE,221,(1 0 0),84.55,0.56,0.0146
Ni,[100],TWGB,FCC,GRACE,265,(1 0 0),85.02,0.53,0.0138
Ni,[100],TWGB,FCC,MACE,41,(1 0 0),12.68,0.60,0.0213
Ni,[100],TWGB,FCC,MACE,25,(1 0 0),16.26,0.66,0.0224
Ni,[100],TWGB,FCC,MACE,37,(1 0 0),18.92,0.69,0.0231
Ni,[100],TWGB,FCC,MACE,13,(1 0 0),22.62,0.72,0.0236
Ni,[100],TWGB,FCC,MACE,17,(1 0 0),28.07,0.75,0.0245
Ni,[100],TWGB,FCC,MACE,5,(1 0 0),36.87,0.75,0.0253
Ni,[100],TWGB,FCC,MACE,29,(1 0 0),43.6,0.77,0.0257
Ni,[100],TWGB,FCC,MACE,29,(1 0 0),46.4,0.77,0.0257
Ni,[100],TWGB,FCC,MACE,5,(1 0 0),53.13,0.75,0.0253
Ni,[100],TWGB,FCC,MACE,17,(1 0 0),61.93,0.75,0.0245
Ni,[100],TWGB,FCC,MACE,13,(1 0 0),67.38,0.72,0.0236
Ni,[100],TWGB,FCC,MACE,37,(1 0 0),71.08,0.69,0.0231
Ni,[100],TWGB,FCC,MACE,25,(1 0 0),73.74,0.66,0.0224
Ni,[100],TWGB,FCC,MACE,41,(1 0 0),77.32,0.60,0.0213
Ni,[100],TWGB,FCC,MEAM,265,(1 0 0),4.98,0.63,0.0101
Ni,[100],TWGB,FCC,MEAM,221,(1 0 0),5.45,0.67,0.0112
Ni,[100],TWGB,FCC,MEAM,181,(1 0 0),6.03,0.71,0.0121
Ni,[100],TWGB,FCC,MEAM,145,(1 0 0),6.73,0.75,0.0136
Ni,[100],TWGB,FCC,MEAM,257,(1 0 0),7.15,0.77,0.0145
Ni,[100],TWGB,FCC,MEAM,113,(1 0 0),7.63,0.80,0.0160
Ni,[100],TWGB,FCC,MEAM,197,(1 0 0),8.17,0.82,0.0161
Ni,[100],TWGB,FCC,MEAM,85,(1 0 0),8.8,0.85,0.0172
Ni,[100],TWGB,FCC,MEAM,61,(1 0 0),10.39,0.90,0.0186
Ni,[100],TWGB,FCC,MEAM,101,(1 0 0),11.42,0.93,0.0196
Ni,[100],TWGB,FCC,MEAM,41,(1 0 0),12.68,0.96,0.0198
Ni,[100],TWGB,FCC,MEAM,25,(1 0 0),16.26,1.02,0.0219
Ni,[100],TWGB,FCC,MEAM,37,(1 0 0),18.92,1.04,0.0232
Ni,[100],TWGB,FCC,MEAM,13,(1 0 0),22.62,1.06,0.0246
Ni,[100],TWGB,FCC,MEAM,89,(1 0 0),25.99,1.07,0.0260
Ni,[100],TWGB,FCC,MEAM,17,(1 0 0),28.07,1.07,0.0266
Ni,[100],TWGB,FCC,MEAM,53,(1 0 0),31.89,1.07,0.0269
Ni,[100],TWGB,FCC,MEAM,109,(1 0 0),33.4,1.06,0.0269
Ni,[100],TWGB,FCC,MEAM,5,(1 0 0),36.87,1.01,0.0281
Ni,[100],TWGB,FCC,MEAM,73,(1 0 0),41.11,1.05,0.0273
Ni,[100],TWGB,FCC,MEAM,97,(1 0 0),42.08,1.05,0.0274
Ni,[100],TWGB,FCC,MEAM,29,(1 0 0),43.6,1.05,0.0272
Ni,[100],TWGB,FCC,MEAM,29,(1 0 0),46.4,1.05,0.0272
Ni,[100],TWGB,FCC,MEAM,97,(1 0 0),47.92,1.05,0.0274
Ni,[100],TWGB,FCC,MEAM,73,(1 0 0),48.89,1.05,0.0273
Ni,[100],TWGB,FCC,MEAM,5,(1 0 0),53.13,1.01,0.0281
Ni,[100],TWGB,FCC,MEAM,109,(1 0 0),56.6,1.06,0.0269
Ni,[100],TWGB,FCC,MEAM,53,(1 0 0),58.11,1.07,0.0269
Ni,[100],TWGB,FCC,MEAM,17,(1 0 0),61.93,1.07,0.0266
Ni,[100],TWGB,FCC,MEAM,89,(1 0 0),64.01,1.07,0.0260
Ni,[100],TWGB,FCC,MEAM,13,(1 0 0),67.38,1.06,0.0246
Ni,[100],TWGB,FCC,MEAM,37,(1 0 0),71.08,1.04,0.0232
Ni,[100],TWGB,FCC,MEAM,25,(1 0 0),73.74,1.02,0.0219
Ni,[100],TWGB,FCC,MEAM,41,(1 0 0),77.32,0.96,0.0198
Ni,[100],TWGB,FCC,MEAM,101,(1 0 0),78.58,0.93,0.0196
Ni,[100],TWGB,FCC,MEAM,61,(1 0 0),79.61,0.90,0.0186
Ni,[100],TWGB,FCC,MEAM,85,(1 0 0),81.2,0.85,0.0172
Ni,[100],TWGB,FCC,MEAM,197,(1 0 0),81.83,0.82,0.0161
Ni,[100],TWGB,FCC,MEAM,113,(1 0 0),82.37,0.80,0.0160
Ni,[100],TWGB,FCC,MEAM,257,(1 0 0),82.85,0.77,0.0145
Ni,[100],TWGB,FCC,MEAM,145,(1 0 0),83.27,0.75,0.0136
Ni,[100],TWGB,FCC,MEAM,181,(1 0 0),83.97,0.71,0.0121
Ni,[100],TWGB,FCC,MEAM,221,(1 0 0),84.55,0.67,0.0112
Ni,[100],TWGB,FCC,MEAM,265,(1 0 0),85.02,0.63,0.0101
Ni,[100],TWGB,FCC,ORB,25,(1 0 0),16.26,0.92,0.0224
Ni,[100],TWGB,FCC,ORB,37,(1 0 0),18.92,0.98,0.0233
Ni,[100],TWGB,FCC,ORB,13,(1 0 0),22.62,1.02,0.0218
Ni,[100],TWGB,FCC,ORB,17,(1 0 0),28.07,1.08,0.0241
Ni,[100],TWGB,FCC,ORB,5,(1 0 0),36.87,1.07,0.0258
Ni,[100],TWGB,FCC,ORB,29,(1 0 0),43.6,1.12,0.0247
Ni,[100],TWGB,FCC,ORB,29,(1 0 0),46.4,1.12,0.0247
Ni,[100],TWGB,FCC,ORB,5,(1 0 0),53.13,1.07,0.0258
Ni,[100],TWGB,FCC,ORB,17,(1 0 0),61.93,1.08,0.0241
Ni,[100],TWGB,FCC,ORB,13,(1 0 0),67.38,1.02,0.0218
Ni,[100],TWGB,FCC,ORB,37,(1 0 0),71.08,0.98,0.0233
Ni,[100],TWGB,FCC,ORB,25,(1 0 0),73.74,0.92,0.0224
Ni,[100],TWGB,FCC,SNAP,265,(1 0 0),4.98,0.56,0.0063
Ni,[100],TWGB,FCC,SNAP,221,(1 0 0),5.45,0.60,0.0067
Ni,[100],TWGB,FCC,SNAP,181,(1 0 0),6.03,0.63,0.0069
Ni,[100],TWGB,FCC,SNAP,145,(1 0 0),6.73,0.67,0.0072
Ni,[100],TWGB,FCC,SNAP,257,(1 0 0),7.15,0.68,0.0073
Ni,[100],TWGB,FCC,SNAP,113,(1 0 0),7.63,0.71,0.0078
Ni,[100],TWGB,FCC,SNAP,197,(1 0 0),8.17,0.73,0.0078
Ni,[100],TWGB,FCC,SNAP,85,(1 0 0),8.8,0.76,0.0080
Ni,[100],TWGB,FCC,SNAP,61,(1 0 0),10.39,0.82,0.0089
Ni,[100],TWGB,FCC,SNAP,101,(1 0 0),11.42,0.85,0.0091
Ni,[100],TWGB,FCC,SNAP,41,(1 0 0),12.68,0.88,0.0097
Ni,[100],TWGB,FCC,SNAP,25,(1 0 0),16.26,0.96,0.0110
Ni,[100],TWGB,FCC,SNAP,37,(1 0 0),18.92,1.00,0.0118
Ni,[100],TWGB,FCC,SNAP,13,(1 0 0),22.62,1.05,0.0131
Ni,[100],TWGB,FCC,SNAP,89,(1 0 0),25.99,1.09,0.0138
Ni,[100],TWGB,FCC,SNAP,17,(1 0 0),28.07,1.10,0.0145
Ni,[100],TWGB,FCC,SNAP,53,(1 0 0),31.89,1.13,0.0149
Ni,[100],TWGB,FCC,SNAP,109,(1 0 0),33.4,1.14,0.0151
Ni,[100],TWGB,FCC,SNAP,5,(1 0 0),36.87,1.11,0.0154
Ni,[100],TWGB,FCC,SNAP,73,(1 0 0),41.11,1.16,0.0156
Ni,[100],TWGB,FCC,SNAP,97,(1 0 0),42.08,1.16,0.0157
Ni,[100],TWGB,FCC,SNAP,29,(1 0 0),43.6,1.16,0.0158
Ni,[100],TWGB,FCC,SNAP,29,(1 0 0),46.4,1.16,0.0158
Ni,[100],TWGB,FCC,SNAP,97,(1 0 0),47.92,1.16,0.0157
Ni,[100],TWGB,FCC,SNAP,73,(1 0 0),48.89,1.16,0.0156
Ni,[100],TWGB,FCC,SNAP,5,(1 0 0),53.13,1.11,0.0154
Ni,[100],TWGB,FCC,SNAP,109,(1 0 0),56.6,1.14,0.0151
Ni,[100],TWGB,FCC,SNAP,53,(1 0 0),58.11,1.13,0.0149
Ni,[100],TWGB,FCC,SNAP,17,(1 0 0),61.93,1.10,0.0145
Ni,[100],TWGB,FCC,SNAP,89,(1 0 0),64.01,1.09,0.0138
Ni,[100],TWGB,FCC,SNAP,13,(1 0 0),67.38,1.05,0.0131
Ni,[100],TWGB,FCC,SNAP,37,(1 0 0),71.08,1.00,0.0118
Ni,[100],TWGB,FCC,SNAP,25,(1 0 0),73.74,0.96,0.0110
Ni,[100],TWGB,FCC,SNAP,41,(1 0 0),77.32,0.88,0.0097
Ni,[100],TWGB,FCC,SNAP,101,(1 0 0),78.58,0.85,0.0091
Ni,[100],TWGB,FCC,SNAP,61,(1 0 0),79.61,0.82,0.0089
Ni,[100],TWGB,FCC,SNAP,85,(1 0 0),81.2,0.76,0.0080
Ni,[100],TWGB,FCC,SNAP,197,(1 0 0),81.83,0.73,0.0078
Ni,[100],TWGB,FCC,SNAP,113,(1 0 0),82.37,0.71,0.0078
Ni,[100],TWGB,FCC,SNAP,257,(1 0 0),82.85,0.68,0.0073
Ni,[100],TWGB,FCC,SNAP,145,(1 0 0),83.27,0.67,0.0072
Ni,[100],TWGB,FCC,SNAP,181,(1 0 0),83.97,0.63,0.0069
Ni,[100],TWGB,FCC,SNAP,221,(1 0 0),84.55,0.60,0.0067
Ni,[100],TWGB,FCC,SNAP,265,(1 0 0),85.02,0.56,0.0063
Ni,[100],TWGB,FCC,SevenNet,25,(1 0 0),16.26,0.87,0.0219
Ni,[100],TWGB,FCC,SevenNet,13,(1 0 0),22.62,0.96,0.0236
Ni,[100],TWGB,FCC,SevenNet,17,(1 0 0),28.07,1.02,0.0253
Ni,[100],TWGB,FCC,SevenNet,5,(1 0 0),36.87,1.02,0.0249
Ni,[100],TWGB,FCC,SevenNet,29,(1 0 0),43.6,1.06,0.0263
Ni,[100],TWGB,FCC,SevenNet,29,(1 0 0),46.4,1.06,0.0263
Ni,[100],TWGB,FCC,SevenNet,5,(1 0 0),53.13,1.02,0.0249
Ni,[100],TWGB,FCC,SevenNet,17,(1 0 0),61.93,1.02,0.0253
Ni,[100],TWGB,FCC,SevenNet,13,(1 0 0),67.38,0.96,0.0236
Ni,[100],TWGB,FCC,SevenNet,25,(1 0 0),73.74,0.87,0.0219
Ni,[100],TWGB,FCC,UMA,41,(1 0 0),12.68,1.06,0.0364
Ni,[100],TWGB,FCC,UMA,25,(1 0 0),16.26,1.15,0.0377
Ni,[100],TWGB,FCC,UMA,37,(1 0 0),18.92,1.21,0.0386
Ni,[100],TWGB,FCC,UMA,13,(1 0 0),22.62,1.26,0.0392
Ni,[100],TWGB,FCC,UMA,17,(1 0 0),28.07,1.32,0.0404
Ni,[100],TWGB,FCC,UMA,5,(1 0 0),36.87,1.34,0.0416
Ni,[100],TWGB,FCC,UMA,29,(1 0 0),43.6,1.37,0.0417
Ni,[100],TWGB,FCC,UMA,29,(1 0 0),46.4,1.37,0.0417
Ni,[100],TWGB,FCC,UMA,5,(1 0 0),53.13,1.34,0.0416
Ni,[100],TWGB,FCC,UMA,17,(1 0 0),61.93,1.32,0.0404
Ni,[100],TWGB,FCC,UMA,13,(1 0 0),67.38,1.26,0.0392
Ni,[100],TWGB,FCC,UMA,37,(1 0 0),71.08,1.21,0.0386
Ni,[100],TWGB,FCC,UMA,25,(1 0 0),73.74,1.15,0.0377
Ni,[100],TWGB,FCC,UMA,41,(1 0 0),77.32,1.06,0.0364
Ni,[100],TWGB,FCC,UNEP,265,(1 0 0),4.98,0.48,0.0188
Ni,[100],TWGB,FCC,UNEP,221,(1 0 0),5.45,0.51,0.0200
Ni,[100],TWGB,FCC,UNEP,181,(1 0 0),6.03,0.54,0.0209
Ni,[100],TWGB,FCC,UNEP,145,(1 0 0),6.73,0.58,0.0225
